,Unnamed: 0,url,video_id,playlist_id,channel_id,index,extracted
10,10,https://www.youtube.com/watch?v=ccsN13iC4cM,ccsN13iC4cM,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,10,0.0
11,11,https://www.youtube.com/watch?v=SIFrg-NE8IA,SIFrg-NE8IA,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,11,0.0
12,12,https://www.youtube.com/watch?v=MLzO-xNCFgA,MLzO-xNCFgA,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,12,0.0
13,13,https://www.youtube.com/watch?v=GCtVQ8SyAXY,GCtVQ8SyAXY,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,13,0.0
14,14,https://www.youtube.com/watch?v=jYo6EKpVPJw,jYo6EKpVPJw,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,14,0.0
15,15,https://www.youtube.com/watch?v=vKy50kUMW0E,vKy50kUMW0E,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,15,0.0
16,16,https://www.youtube.com/watch?v=eifWJRuCPuc,eifWJRuCPuc,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,16,0.0
17,17,https://www.youtube.com/watch?v=SNR3QjzuwFA,SNR3QjzuwFA,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,17,0.0
18,18,https://www.youtube.com/watch?v=U9r06AK_kKA,U9r06AK_kKA,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,18,0.0
19,19,https://www.youtube.com/watch?v=wRlCOYoGFPE,wRlCOYoGFPE,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,19,0.0
20,20,https://www.youtube.com/watch?v=xvBBZlzgiXM,xvBBZlzgiXM,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,20,0.0
21,21,https://www.youtube.com/watch?v=hS8gaA0aLao,hS8gaA0aLao,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,21,0.0
22,22,https://www.youtube.com/watch?v=EsoUO5n9tRk,EsoUO5n9tRk,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,22,0.0
23,23,https://www.youtube.com/watch?v=naWuFHhNang,naWuFHhNang,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,23,0.0
24,24,https://www.youtube.com/watch?v=buN-FTtfjyY,buN-FTtfjyY,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,24,0.0
25,25,https://www.youtube.com/watch?v=41yacIbtkao,41yacIbtkao,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,25,0.0
26,26,https://www.youtube.com/watch?v=sy56487pKVw,sy56487pKVw,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,26,0.0
27,27,https://www.youtube.com/watch?v=-hliCTcoO98,-hliCTcoO98,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,27,0.0
28,28,https://www.youtube.com/watch?v=oqts5XpXCAk,oqts5XpXCAk,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,28,0.0
29,29,https://www.youtube.com/watch?v=UqFa76jOMlc,UqFa76jOMlc,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,29,0.0
30,30,https://www.youtube.com/watch?v=4fw5jRoA950,4fw5jRoA950,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,30,0.0
31,31,https://www.youtube.com/watch?v=kWrHTaul_KE,kWrHTaul_KE,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,31,0.0
32,32,https://www.youtube.com/watch?v=6sN3vT8XUH4,6sN3vT8XUH4,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,32,0.0
33,33,https://www.youtube.com/watch?v=v0Vio5MKWyY,v0Vio5MKWyY,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,33,0.0
34,34,https://www.youtube.com/watch?v=CbNy97KIy_8,CbNy97KIy_8,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,34,0.0
35,35,https://www.youtube.com/watch?v=urMh3I7JFDs,urMh3I7JFDs,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,35,0.0
36,36,https://www.youtube.com/watch?v=I4UZeBzVzck,I4UZeBzVzck,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,36,0.0
37,37,https://www.youtube.com/watch?v=i-_taqbm3ZI,i-_taqbm3ZI,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,37,0.0
38,38,https://www.youtube.com/watch?v=gpVztVYW2s4,gpVztVYW2s4,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,38,0.0
39,39,https://www.youtube.com/watch?v=t2AzTJSNdDM,t2AzTJSNdDM,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,39,0.0
40,40,https://www.youtube.com/watch?v=xzSg0yP6G7w,xzSg0yP6G7w,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,40,0.0
41,41,https://www.youtube.com/watch?v=u3_1fz9jtC8,u3_1fz9jtC8,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,41,0.0
42,42,https://www.youtube.com/watch?v=a-BYgxPZ3F8,a-BYgxPZ3F8,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,42,0.0
43,43,https://www.youtube.com/watch?v=7gMePulGKok,7gMePulGKok,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,43,0.0
44,44,https://www.youtube.com/watch?v=s1ya87rQmwc,s1ya87rQmwc,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,44,0.0
45,45,https://www.youtube.com/watch?v=ocGmQQofdzI,ocGmQQofdzI,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,45,0.0
46,46,https://www.youtube.com/watch?v=2N1-y4wfKr0,2N1-y4wfKr0,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,46,0.0
47,47,https://www.youtube.com/watch?v=0tbYk8JluLo,0tbYk8JluLo,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,47,0.0
48,48,https://www.youtube.com/watch?v=zWlb4jw5wmM,zWlb4jw5wmM,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,48,0.0
49,49,https://www.youtube.com/watch?v=3-UGzOnZIyo,3-UGzOnZIyo,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,49,0.0
50,50,https://www.youtube.com/watch?v=vUzW68tKZ6U,vUzW68tKZ6U,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,50,0.0
51,51,https://www.youtube.com/watch?v=hjAHUJ8PrJQ,hjAHUJ8PrJQ,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,51,0.0
52,52,https://www.youtube.com/watch?v=nBbKoDBXHI8,nBbKoDBXHI8,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,52,0.0
53,53,https://www.youtube.com/watch?v=L8Eg5WagVKI,L8Eg5WagVKI,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,53,0.0
54,54,https://www.youtube.com/watch?v=FwlrFLklSiI,FwlrFLklSiI,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,54,0.0
55,55,https://www.youtube.com/watch?v=po7qaNkAvuM,po7qaNkAvuM,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,55,0.0
56,56,https://www.youtube.com/watch?v=2d17BcH5l3U,2d17BcH5l3U,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,56,0.0
57,57,https://www.youtube.com/watch?v=To9PIIrEDAk,To9PIIrEDAk,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,57,0.0
58,58,https://www.youtube.com/watch?v=wxWYXVb8qU4,wxWYXVb8qU4,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,58,0.0
59,59,https://www.youtube.com/watch?v=oDSscRr9xIQ,oDSscRr9xIQ,PLNljeYqZrE_qeJtqowQZ5BvT7VkMiP8uf,UCE3yf1AcIlXdps2EYbq3lzw,59,0.0
60,60,https://www.youtube.com/watch?v=ogFxH3YghVY,ogFxH3YghVY,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,60,0.0
61,61,https://www.youtube.com/watch?v=s5TISAE_WV4,s5TISAE_WV4,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,61,0.0
62,62,https://www.youtube.com/watch?v=CD6Ha05dLes,CD6Ha05dLes,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,62,0.0
63,63,https://www.youtube.com/watch?v=DMSjExDBGL0,DMSjExDBGL0,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,63,0.0
64,64,https://www.youtube.com/watch?v=U031bWBVARA,U031bWBVARA,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,64,0.0
65,65,https://www.youtube.com/watch?v=3ZNqjXzM6jU,3ZNqjXzM6jU,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,65,0.0
66,66,https://www.youtube.com/watch?v=Ug7hy9XJh4w,Ug7hy9XJh4w,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,66,0.0
67,67,https://www.youtube.com/watch?v=WKt2KHcUZmU,WKt2KHcUZmU,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,67,0.0
68,68,https://www.youtube.com/watch?v=-l1tLv8OHZg,-l1tLv8OHZg,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,68,0.0
69,69,https://www.youtube.com/watch?v=uU-XyefsYss,uU-XyefsYss,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,69,0.0
70,70,https://www.youtube.com/watch?v=QLuqRRy4MdE,QLuqRRy4MdE,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,70,0.0
71,71,https://www.youtube.com/watch?v=2B2mDRCdwEY,2B2mDRCdwEY,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,71,0.0
72,72,https://www.youtube.com/watch?v=wrgOzfW0wOk,wrgOzfW0wOk,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,72,0.0
73,73,https://www.youtube.com/watch?v=Tqvi08q-8DY,Tqvi08q-8DY,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,73,0.0
74,74,https://www.youtube.com/watch?v=d0Xq5erjHy0,d0Xq5erjHy0,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,74,0.0
75,75,https://www.youtube.com/watch?v=J5I9qzfDZRY,J5I9qzfDZRY,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,75,0.0
76,76,https://www.youtube.com/watch?v=Whmyls1cEyA,Whmyls1cEyA,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,76,0.0
77,77,https://www.youtube.com/watch?v=70NBV1dUtNI,70NBV1dUtNI,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,77,0.0
78,78,https://www.youtube.com/watch?v=8YOV7n-0B-A,8YOV7n-0B-A,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,78,0.0
79,79,https://www.youtube.com/watch?v=gWXHTiDGoN8,gWXHTiDGoN8,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,79,0.0
80,80,https://www.youtube.com/watch?v=be1KtNFKkFs,be1KtNFKkFs,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,80,0.0
81,81,https://www.youtube.com/watch?v=RRGZD71YAvc,RRGZD71YAvc,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,81,0.0
82,82,https://www.youtube.com/watch?v=-CMQWAnkXBw,-CMQWAnkXBw,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,82,0.0
83,83,https://www.youtube.com/watch?v=J5t1xk840to,J5t1xk840to,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,83,0.0
84,84,https://www.youtube.com/watch?v=VT9DbJ4AKOk,VT9DbJ4AKOk,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,84,0.0
85,85,https://www.youtube.com/watch?v=gQ7fzHwHPSA,gQ7fzHwHPSA,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,85,0.0
86,86,https://www.youtube.com/watch?v=vZpp9Ss7WjM,vZpp9Ss7WjM,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,86,0.0
87,87,https://www.youtube.com/watch?v=kiG0qBrZOdI,kiG0qBrZOdI,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,87,0.0
88,88,https://www.youtube.com/watch?v=IF141iqHYw4,IF141iqHYw4,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,88,0.0
89,89,https://www.youtube.com/watch?v=TFWJbg6rUc4,TFWJbg6rUc4,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,89,0.0
90,90,https://www.youtube.com/watch?v=niDt-6dTZOw,niDt-6dTZOw,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,90,0.0
91,91,https://www.youtube.com/watch?v=YfJyj8pNBcE,YfJyj8pNBcE,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,91,0.0
92,92,https://www.youtube.com/watch?v=SZfFhovRnHc,SZfFhovRnHc,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,92,0.0
93,93,https://www.youtube.com/watch?v=8kF-Mf0079M,8kF-Mf0079M,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,93,0.0
94,94,https://www.youtube.com/watch?v=nmj73vDF-DY,nmj73vDF-DY,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,94,0.0
95,95,https://www.youtube.com/watch?v=fmPu04TLYYM,fmPu04TLYYM,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,95,0.0
96,96,https://www.youtube.com/watch?v=XudAOR5ErCg,XudAOR5ErCg,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,96,0.0
97,97,https://www.youtube.com/watch?v=8Yc0xFgI5l8,8Yc0xFgI5l8,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,97,0.0
98,98,https://www.youtube.com/watch?v=UYGE8l17R3Q,UYGE8l17R3Q,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,98,0.0
99,99,https://www.youtube.com/watch?v=6_FkFvPj-JY,6_FkFvPj-JY,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,99,0.0
100,100,https://www.youtube.com/watch?v=sMxIYHfdLn8,sMxIYHfdLn8,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,100,0.0
101,101,https://www.youtube.com/watch?v=ERUvvYJd8po,ERUvvYJd8po,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,101,0.0
102,102,https://www.youtube.com/watch?v=peF-NNrrKaY,peF-NNrrKaY,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,102,0.0
103,103,https://www.youtube.com/watch?v=IWjbghCiV0s,IWjbghCiV0s,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,103,0.0
104,104,https://www.youtube.com/watch?v=gVv5pYYGXnE,gVv5pYYGXnE,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,104,0.0
105,105,https://www.youtube.com/watch?v=rm25sSq5L20,rm25sSq5L20,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,105,0.0
106,106,https://www.youtube.com/watch?v=yGY0yO_JTOI,yGY0yO_JTOI,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,106,0.0
107,107,https://www.youtube.com/watch?v=ZU_M2v2afHA,ZU_M2v2afHA,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,107,0.0
108,108,https://www.youtube.com/watch?v=BH4sn6hDARw,BH4sn6hDARw,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,108,0.0
109,109,https://www.youtube.com/watch?v=dZinM6Rmaao,dZinM6Rmaao,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,109,0.0
110,110,https://www.youtube.com/watch?v=NT3fizQ7ep4,NT3fizQ7ep4,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,110,0.0
111,111,https://www.youtube.com/watch?v=9gV2fI9Ry3k,9gV2fI9Ry3k,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,111,0.0
112,112,https://www.youtube.com/watch?v=BTPqqKds2zM,BTPqqKds2zM,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,112,0.0
113,113,https://www.youtube.com/watch?v=Bzq-k2XlWMM,Bzq-k2XlWMM,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,113,0.0
114,114,https://www.youtube.com/watch?v=kG3cwiBrkVI,kG3cwiBrkVI,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,114,0.0
115,115,https://www.youtube.com/watch?v=YgqRSHaVx6g,YgqRSHaVx6g,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,115,0.0
116,116,https://www.youtube.com/watch?v=Urij_Ipr-dg,Urij_Ipr-dg,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,116,0.0
117,117,https://www.youtube.com/watch?v=4UI0aGs-byY,4UI0aGs-byY,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,117,0.0
118,118,https://www.youtube.com/watch?v=epP-wnZoW8E,epP-wnZoW8E,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,118,0.0
119,119,https://www.youtube.com/watch?v=2qps3NrFWKU,2qps3NrFWKU,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,119,0.0
120,120,https://www.youtube.com/watch?v=P6y7vUPhh-E,P6y7vUPhh-E,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,120,0.0
121,121,https://www.youtube.com/watch?v=cQWWq6KPF5g,cQWWq6KPF5g,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,121,0.0
122,122,https://www.youtube.com/watch?v=i7_b3fKS4yw,i7_b3fKS4yw,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,122,0.0
123,123,https://www.youtube.com/watch?v=1zYfp-yo_10,1zYfp-yo_10,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,123,0.0
124,124,https://www.youtube.com/watch?v=Ciiy-HxCepg,Ciiy-HxCepg,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,124,0.0
125,125,https://www.youtube.com/watch?v=M8FkjNFSEx4,M8FkjNFSEx4,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,125,0.0
126,126,https://www.youtube.com/watch?v=ACq4pSsBjjQ,ACq4pSsBjjQ,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,126,0.0
127,127,https://www.youtube.com/watch?v=lNrkWRZ9fYU,lNrkWRZ9fYU,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,127,0.0
128,128,https://www.youtube.com/watch?v=lfkq0BLJw5o,lfkq0BLJw5o,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,128,0.0
129,129,https://www.youtube.com/watch?v=KfRbvInOkMg,KfRbvInOkMg,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,129,0.0
130,130,https://www.youtube.com/watch?v=arJfFWP8q7k,arJfFWP8q7k,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,130,0.0
131,131,https://www.youtube.com/watch?v=qYsHBgqXIhM,qYsHBgqXIhM,PLNljeYqZrE_p3xMJe1bSTJUruUCkyJfYR,UCE3yf1AcIlXdps2EYbq3lzw,131,0.0
