,video_id,index,extracted
73,BmY6hqUU4m8,73,
74,LjnJukUh55k,74,0.0
75,xaPSbZ2PcEE,75,0.0
76,AohKaMtIHxA,76,
77,U2QbsVIe5wY,77,
78,QvZvNSKrOZ4,78,
79,H5IAIg3Uz7M,79,0.0
80,8mD_ZrUlAyQ,80,0.0
81,oa9oii0kzvE,81,
82,k1I6clNUB4g,82,
83,xHqnGQIzlKY,83,
84,MVWibjJWuyg,84,0.0
85,JEq4xxBXnXk,85,
86,8mGMcRK9JOo,86,
87,JS1cxkRqCqU,87,0.0
88,HXmSJpvjRAk,88,0.0
89,53XtqqoMkHI,89,
90,dBnq9Mp62jY,90,0.0
91,jkjL-5Mmh3w,91,
92,cIb6C1Gx3sA,92,
93,ooYf0K-82h4,93,0.0
94,T_eQh5qpPjM,94,0.0
95,8w4FuPPf8Kk,95,
96,goJ1ocN-eB4,96,0.0
97,8zphJwwrAt4,97,
98,yQFlzgci8TM,98,0.0
99,xIMDqIka8p0,99,0.0
100,pNo0q0xB_eo,100,
101,CtGYwtHUdsM,101,
102,F2d4VMkEDvg,102,
103,6Nva07e5BWE,103,
104,cNIPhlyAmlI,104,
105,Lw_2u2USjB8,105,0.0
106,NerqfsBwaCk,106,
107,cZn0mADQOWo,107,
108,38qdjgbCx0s,108,0.0
109,GG_YfNfJ6Zc,109,0.0
110,sCaJmP8LZdc,110,
111,0oNHsQQvBhU,111,
112,xkSX4a2GwK8,112,
113,ztUofaBuy6M,113,0.0
114,Q1AeePDbQzo,114,0.0
115,IVGaEM_-bNw,115,
116,g4WX5egPbfs,116,
117,cIfcajywGk0,117,
118,2hohf0AFgPI,118,0.0
119,vBJUwPElcO8,119,
120,G9OjPT9hyGU,120,
121,YX_2_i36g2M,121,0.0
122,qf8NdVj_hmc,122,0.0
123,LPjnJXvkHao,123,
124,_i-ReBlM8s0,124,
125,aJrK8kvb99M,125,
126,HnwXMUMudYU,126,0.0
127,mDMVpllON4Q,127,
128,skXORQjJ9Gc,128,0.0
129,QaPaxMaSTQI,129,0.0
130,MaeQgindXIw,130,
131,XPk45FguvrE,131,0.0
132,kk6IAaG18po,132,0.0
133,wVXvU23_-Vc,133,0.0
134,wiYEMM2ot3w,134,
135,TxLbxArjkmc,135,
136,Ei1xplQTuM8,136,
137,Q5uR7SoM2Rw,137,0.0
138,xVE_DVE1H1k,138,0.0
139,bwvwSoLTreE,139,
140,gxoxFVVjGXM,140,
141,XqzmwtbruXc,141,0.0
142,nSPJTKrtsU4,142,
143,Q-eIN2m0ovw,143,
144,o-VRFaDIaY4,144,
145,Cu7KIy23QjA,145,
146,oOmKYQ2UYqs,146,
147,0dGgsc_NkeE,147,
148,8L9uJwXO-4A,148,
149,ILSob8cM0F0,149,
150,Fn1Iaoyjip4,150,0.0
151,Foy1pCdTkU8,151,
152,6GbdD7gFhGA,152,
153,4bbC71rHCEs,153,
154,NSg9Nd10uYI,154,
155,e_2Oi1nrrcA,155,
156,Rh5vON8J0is,156,
157,UlWuYktIHFs,157,
158,h5JeTH3cL80,158,
159,hW-9nz0KwFo,159,0.0
160,eQNbEAAMW0c,160,
161,QV0TokG4xdI,161,0.0
162,_9D1U-D0Gus,162,0.0
163,_tVvSWirAqM,163,0.0
164,awrkkOAyOP0,164,0.0
165,4PYDHs8F5a8,165,
166,wXjNpFz1vn8,166,0.0
167,wdTJCLi6Dd0,167,0.0
168,L0u2CZw7QQY,168,
169,ZPsmdnueauY,169,
170,kT77efmR1b8,170,
171,B7VA2aK_WP4,171,0.0
172,QwBcO5nNLqg,172,
173,eSrKqq2nNQM,173,0.0
174,oGmkAApEfTs,174,0.0
175,Dq9-l4mpQ1M,175,
176,jVUsgm7iQeo,176,
177,gfUMB8oGTGw,177,
178,59bohrRLuqs,178,0.0
179,XLfGTQrwNV4,179,0.0
180,iGlp6wUxFwc,180,
181,wsc6ViGK-LI,181,0.0
182,LUcWRDHqEIA,182,0.0
183,HDUy4ymycJE,183,0.0
184,gNnpp_lOj58,184,
185,a6kdlRvTJ2U,185,
186,1DyFQ-xdD-U,186,
187,bJHSjgtqLe4,187,
188,1B0_Zyl08Q8,188,0.0
189,sQL4XKJ0PBs,189,0.0
190,yISlKpu4sXY,190,
191,GaBxbOHbLSA,191,
192,mZtdHR7efSE,192,
193,hopxfUySey4,193,0.0
194,6GrOcid823c,194,
195,91wi78WaheM,195,
196,7tv_unGwvdU,196,0.0
197,EjOhdYA342I,197,
198,wxV9u8EQ154,198,0.0
199,gZxUH33e_Xc,199,
200,IEcIJCvb6xY,200,0.0
201,8xWGchS-1EU,201,
202,cYsZ7yHMxgU,202,
203,ty7Jnbl1KIU,203,0.0
204,B6A5OpP-ufw,204,0.0
205,2aX8h1kovYs,205,
206,bsieZr6DdOM,206,0.0
207,dr4zprwEI_s,207,0.0
208,WSJbw8zWcE0,208,
209,7QLaNS0xMFg,209,
210,0T20SFID6_s,210,0.0
211,5sDKmzV125M,211,0.0
212,z3YrCMmNhno,212,0.0
213,UStrLpRzK5Q,213,
214,1LF355l3Jsg,214,0.0
215,X0Y6NHuA1js,215,
216,defXfCzNfao,216,0.0
217,iwneuM7OKwQ,217,0.0
218,hsvNcsljQBs,218,
219,AEyMiyucajg,219,
220,VdknA9ow8Vg,220,0.0
221,1jh5Wf_o_PA,221,
222,nhXUIopquRs,222,
223,RjxiKUKHNBw,223,
224,R5g5m7m2GJM,224,
225,LCPy-tH8p5k,225,0.0
226,jhIk9P520ec,226,
227,yidGXDnJwmc,227,
228,gOobWvxdyJY,228,
229,PEPX8cV9bqM,229,
230,ygv-p90JWvc,230,0.0
231,7RBOvYui4PE,231,
232,VMGh1t4ug3o,232,
233,KQw2tlWOF1A,233,0.0
234,NUG-GTUo9wQ,234,
235,voKCqT_ydxM,235,
236,KHWSZcTHuTw,236,0.0
237,KK5RguJelqw,237,
238,ITkiTJCXOcc,238,
239,7FTqgWILmuU,239,
240,4-kffR--Zpk,240,0.0
241,OlpyAoaAzLE,241,
242,wNF0gwv5s_8,242,0.0
243,rIaWlA3hHBQ,243,
244,0G48BzWaMnM,244,0.0
245,5vDlJIXHkng,245,0.0
246,DLMN6KqFjlY,246,0.0
247,ortKx3sr-rE,247,
248,uKly4IZ3VW0,248,
249,r-Pl3TQJqhE,249,0.0
250,V1H-ZMOvVfY,250,
251,dcV5uBzquSQ,251,0.0
252,Jnwk466DjDA,252,
253,HpXAkYyY7JQ,253,
254,0jzFo3eyUp0,254,
255,0mba8Byb8po,255,0.0
256,uWgYo6t5zIo,256,0.0
257,ochzDL4ovlQ,257,0.0
258,glVRExsxJJo,258,
259,xBiiS57da-E,259,
260,bLgoVvj2Ddg,260,
261,xwi5ZoCzW1E,261,
262,NZQkIEJh4rI,262,
263,r_5BRqOhNMI,263,
264,X4DdyUZ1zmM,264,
265,Fgm9qtZcES8,265,
266,GAIqMETm-Ss,266,
267,eUM6dTatuaw,267,0.0
268,1szbWk9u-oc,268,0.0
269,b9KbABWVbcA,269,0.0
270,pfJcwf57QcI,270,0.0
271,Lk8OtoOsLpg,271,
272,uDGwzHmtfY8,272,
273,yeYxsfO_TIU,273,0.0
274,Pb13BPxuhcw,274,0.0
275,hV0llUJ1UUw,275,
276,sTuVQ1kuRQs,276,0.0
277,oiSsAOV6MvQ,277,
278,ssty0eTDwfc,278,0.0
279,k45_xDMZEnw,279,
280,huuSFMISIMw,280,
281,Is7rBbPJqyI,281,
282,lNNr-fWPtvE,282,
283,Jn9QgaoEaNQ,283,0.0
284,cWkqjjes76M,284,0.0
285,vNIUnNB2Ma0,285,0.0
286,XTFoc-CqQpU,286,
287,z6JIv_gm7og,287,0.0
288,5YBCnAHEf5k,288,0.0
289,WqZNWbHFQUg,289,
290,tGngh4B0SXo,290,0.0
291,z52AFvmVOgc,291,
292,1IzyEe4Rdes,292,
293,uNR3gAhJsUE,293,0.0
294,rVTbZFxM5gw,294,0.0
295,Tbt2mAJMuEU,295,
296,nGRPTMKZa90,296,
297,aRxBRBzHdKw,297,
298,PeWuTg3YnFE,298,
299,QjFqiUFRzQ0,299,0.0
300,HVv2gxOupV8,300,
301,jhBEEGklqks,301,
302,ZZ7vGDiukjo,302,
303,b-ui9mTPMMY,303,
304,HIcCUFLoano,304,0.0
305,tGzDMcjoKB0,305,
306,VM2ZhqylMX4,306,0.0
307,z3lDs-ryYwo,307,0.0
308,vd8aceExoC0,308,0.0
309,BCNELuSsQIo,309,
310,ny5ls0WuHZY,310,
311,iHTlo8q5m1w,311,0.0
312,Jt78Wx8nxv0,312,
313,wXAa1oFyaOI,313,
314,5Vy9kRQ63WM,314,0.0
315,IKcrdsPeI2Q,315,
316,LnSqgKDZMmU,316,
317,kGKMbCksHHA,317,
318,Zl4XqSlKSB8,318,
319,GN8YDhb497M,319,
320,eb6Gawt5h2o,320,0.0
321,vUebCu2Ugc0,321,0.0
322,vXDZtE72Pc4,322,
323,Naqrwl3MhyI,323,0.0
324,27_Wwjc93tY,324,0.0
325,osdu0ILHLcg,325,0.0
326,V12sVJNDe2I,326,
327,IfO8ahStFfg,327,
328,NzBWY47yqs8,328,
329,uXjFYIJ3ZXw,329,
330,wCTFMkhB_j0,330,0.0
331,vk4DSFwciZc,331,0.0
332,BafpDwmoVUk,332,
333,Y_cKYR5hEXo,333,
334,lzT_7OVoCj4,334,
335,lMfg_cOah8I,335,0.0
336,1yoYnMzOV-s,336,0.0
337,gn9gdtba2L4,337,
338,f9n2ok6gJ6E,338,0.0
339,3B24Bbsf3U4,339,0.0
340,M9srLBiQNSw,340,
341,LdDO1CDQ1Xc,341,0.0
342,gI8nzbJ_5iA,342,
343,jsxjNXB9tpw,343,0.0
344,2594lQJ8YJo,344,
345,J6Qf2whNOGg,345,0.0
346,7A_e_TPQK5g,346,
347,r0mxMsldB4A,347,
348,I8sFjDry_1c,348,0.0
349,xbPFpG5rViI,349,
350,3_fc_J4a3Pc,350,0.0
351,ihBO0m9dOjs,351,0.0
352,JPFPqS9qAIU,352,
353,8AyxNzFvCnM,353,0.0
354,2-kPwpHcnR4,354,0.0
355,BaD4H1w-nYI,355,
356,6G1T7sy7628,356,0.0
357,4TXfsUgyyFw,357,
358,Ww700OoQwh8,358,
359,MmCUDh3awEg,359,0.0
360,xCAQPu2Z-uU,360,0.0
361,dYPt9qngEgM,361,
362,E1xjd02tVNk,362,
363,gWvd56Y0Umo,363,0.0
364,gGju-X2n8Bg,364,0.0
365,yddMJbPX3G0,365,0.0
366,f8bQ8_HPmwg,366,
367,Rop_vl6S-0I,367,
368,d3CoHOl99qA,368,
369,EbBELTL3-DU,369,
370,5VicZPd3j-4,370,0.0
371,jF4VdD6NZS8,371,
372,w1PumY9oqgA,372,
373,9q6WHFLWDwk,373,
374,mEYHLssaLAY,374,
375,aX0iwRYcipM,375,0.0
376,zqzSvwWvfrE,376,
377,8LvNxuhBil0,377,0.0
378,Nv0yoypARz4,378,
379,vFEleZVWHPQ,379,0.0
380,kPgEm8MaWzM,380,0.0
381,w1qI7y9AGTc,381,
382,uDMbz6Ww4dI,382,0.0
383,3KNM6ucuTIU,383,
384,7bjQy0S6Un4,384,
385,YQ3GLjpwKis,385,0.0
386,_v5I-9zpFII,386,
387,244_8f6ccs0,387,
388,TZYf96eyE94,388,0.0
389,jR-o42wJsIs,389,
390,CzF9UoSwNrM,390,
391,NN-wwkWbvAk,391,
392,HzDl5mdeNlw,392,0.0
393,zX8e_EAYjKI,393,
394,z3vE6zGEI9U,394,0.0
395,1NxcVm1G7uY,395,0.0
396,T8thVF4dNBQ,396,0.0
397,Cuw7_lrgtoU,397,
398,raKYvp0iU2E,398,
399,Jj2s-Vy-wWo,399,
400,D_Dmb0BPCrk,400,0.0
401,vXQ-CzyMyCg,401,
402,v8mV3nNnZUY,402,0.0
403,9kV7OwOS0R0,403,
404,p9yVMHjDpps,404,0.0
405,1vEi45AJUIM,405,0.0
406,pa1haYUdUoQ,406,
407,EsQTURsMPms,407,0.0
408,53Ytwqt5KyA,408,0.0
409,E4UezRY25NI,409,0.0
410,FJFS9BzfP_M,410,
411,ekcwjAqTyww,411,
412,prA-OPF-yuw,412,0.0
413,Fs2l33Dyyks,413,0.0
414,bymrtDB9Dh0,414,
415,hXV8KK2HRjs,415,0.0
416,tA_LY3hO5wM,416,0.0
417,uKZ1_2lrvZ0,417,0.0
418,ktwBPskh47g,418,0.0
419,ULSvFSlQYPk,419,
420,5PKLs56MlrQ,420,
421,bYLcZZIuIsM,421,
422,w9at37VPE_k,422,0.0
423,ykzAJt629AY,423,0.0
424,qKQ9oWqHjII,424,
425,pw0SM5QJs3M,425,
426,wYu-EwVxpc4,426,
427,WS06S_PW8m8,427,
428,utSrBpoxewg,428,0.0
429,KrHJrTMOsOs,429,0.0
430,yZ_Q-seqeYE,430,0.0
431,BjqpKtQ6ov0,431,0.0
432,3HyCiNrMq6c,432,
433,SNbadD7kJ9A,433,0.0
434,B6Ui_4_cTE0,434,
435,DIcdf78oU18,435,0.0
436,5WB7_gAC4X0,436,
437,SFZ5FbUmH7M,437,
438,6XeHLszAZqE,438,
439,KiOaMELUQH0,439,
440,gJ3GIucpYMY,440,0.0
441,TMJg1HenAik,441,0.0
442,MWY1xzWk_Mw,442,
443,lzmW5-jFA8E,443,0.0
444,7AZJ1X1MhLQ,444,
445,ayOC75SvziU,445,0.0
446,s0eWXjfDeWQ,446,0.0
447,nnHWmjkruiE,447,0.0
448,Z2Ap7sDWNLs,448,
449,H1wQKCBxRV8,449,0.0
450,ama8YKFbjAA,450,0.0
451,O071nxoIoT4,451,
452,eXy1iH0fPdk,452,
453,0Mc9dGB58tw,453,0.0
454,MXMDJqOffng,454,0.0
455,xEN5I8Y0fXo,455,0.0
456,HJM42iMNnw8,456,
457,OvCNRybUA2o,457,
458,pJxcK--u3Cg,458,
459,1LrH_K4x53o,459,
460,CZ0qOOGua1g,460,0.0
461,_aV9rgA4j0o,461,
462,RuNauk2qD3c,462,
463,HUuDZcxKozk,463,0.0
464,AZWjT0Fnrh4,464,
465,pcigPbO_ySA,465,
466,Ih7j7yxmyyA,466,0.0
467,K6DcW_QQ3Kc,467,0.0
468,hRu_4P_vw20,468,0.0
469,3hQIFaE3iuA,469,
470,E0LFq_ZLVp4,470,0.0
471,ECBEWCAoYtM,471,0.0
472,A4M7Pu_-d6Y,472,
473,oqcbbhAt1Ww,473,0.0
474,rm1FNDsHIrU,474,
475,NclmdfQJyzk,475,0.0
476,LNNxRtmA_VI,476,0.0
477,qkwaJbLbDpc,477,
478,pSsLuzvJSd4,478,
479,PLCLhAwOPhs,479,0.0
480,hZlnBE71bHQ,480,
481,hn7DqgnA1p0,481,
482,yqstbrExqkg,482,
483,3Dp_YSPLmbE,483,
484,h4tM5f9OIwo,484,
485,PA6d4ccgcek,485,
486,f7ytDlVPlk8,486,0.0
487,Cp5Tdt_oaLg,487,
488,ign4Zzy8vtI,488,0.0
489,wt8lcsoXw3Y,489,0.0
490,MNTrCNUA2Bs,490,0.0
491,WuRNDb7mpAU,491,
492,pJ1hqwv0xPA,492,0.0
493,2oAi2JHTjO0,493,0.0
494,3Im2zNYdm-M,494,
495,lABVNltekds,495,0.0
496,9oNgyBbyuYs,496,0.0
497,S9B7GSZRGLM,497,
498,mO7bYz7tnGc,498,0.0
499,rZA-h4dxFO8,499,0.0
500,bBYSuFUooKM,500,
501,1l2ePO7YbqM,501,
502,kSP9aTc8Rxs,502,0.0
503,elnRdkY9X6o,503,0.0
504,i7sjfVxyejk,504,0.0
505,O6FbU8m043I,505,
506,sZnlTSQEvBU,506,0.0
507,3Al044fCiTk,507,0.0
508,5ORnWFlisjc,508,
509,0cxhML6vhsI,509,
510,dHHUc7Ly_Pc,510,
511,9o-CdhjNShI,511,
512,gkApy5rOXas,512,0.0
513,cs5YslofNNg,513,0.0
514,qtKPBU97xFo,514,
515,tVQzv7QjC3I,515,0.0
516,4vL7NRcI94A,516,
517,FSYco9rTK-k,517,
518,uSJF1jLpYzc,518,
519,Zewrcgj4bx4,519,
520,MpJnlT383cg,520,0.0
521,MaHhBmKSETQ,521,0.0
522,JMTBA-z7viQ,522,
523,RyDzasdvOeI,523,0.0
524,fCsoM2lbigQ,524,
525,Rs5RYOK_ev8,525,0.0
526,3DU9MXWo7bY,526,0.0
527,tzVkbXz1Icw,527,0.0
528,m8dySyQ4pG0,528,0.0
529,UeRiIAw_pck,529,0.0
530,rM7qAZQC9h4,530,0.0
531,aUumxNR53MY,531,0.0
532,85mBCktIwCQ,532,
533,KAf4tPn3Yic,533,0.0
534,bizn8TVtPaE,534,
535,QbiaMGfzJO8,535,
536,kxYzhiM8UHw,536,0.0
537,DN6lywfOtNA,537,0.0
538,kO43TaZg_Tc,538,0.0
539,tab4HNQt1xg,539,0.0
540,0Ahae4yI-5s,540,0.0
541,o3SnwcSeSag,541,
542,3-w45p1bA84,542,
543,LSD8i2OjJTs,543,0.0
544,u-LYaiKznF8,544,0.0
545,VzEOhivDfRQ,545,
546,8rVpifIj3DA,546,0.0
547,OWWqU4RJOZE,547,
548,tJhVoUoIl98,548,
549,JU4HfsKVT1g,549,0.0
550,MMr3yOcdu3M,550,
551,UDFlV8TKzN4,551,
552,_sGGaySGS-E,552,
553,WClUbu_Voqc,553,
554,B4HFOmhSgzA,554,0.0
555,4CA9iydF4xM,555,
556,AcjqldGO9lk,556,
557,7BXfGv6WJag,557,
558,GLIEu-Xjfmk,558,
559,FdnBX5BbD4E,559,
560,2AmCdJquhbY,560,
561,647sDI5u3T8,561,0.0
562,pQRX6DGG8NA,562,0.0
563,gmUtW_cmn7A,563,
564,HMZM_5vrphg,564,
565,o2iTxIrfoC4,565,0.0
566,dmEu45Q8OZw,566,
567,yi4YxyMXpF8,567,0.0
568,UwQnQyop83E,568,0.0
569,P7nFbB3Csp8,569,0.0
570,Rn7192K7_XU,570,0.0
571,DwlGgISftVo,571,0.0
572,bMknOWdOLyE,572,0.0
573,HgOcUhtHYKY,573,
574,jNJ198DZLyo,574,0.0
575,m-JS1uHxMk8,575,0.0
576,WjwsF4YgIYY,576,
577,Ydl-Cfs4ysg,577,0.0
578,ViN_-PLHoO4,578,
579,NVjPjdAaLPI,579,
580,FgPGxVl1aik,580,
581,uQRQ-oBZiCg,581,
582,27xUHMMr8mU,582,
583,oI1RcLOFYdE,583,
584,vddqnGefVs4,584,0.0
585,LA2Ct7Y2AI0,585,0.0
586,B_Y54xg9rMk,586,
587,k8O9AcFIQw0,587,
588,fGFKYP1RgBA,588,0.0
589,fyUtIEBhtCs,589,0.0
590,7J5Gz9xZV_M,590,
591,y_hNR_IW8y4,591,
592,Lj5Vu6vBUxA,592,0.0
593,QTZFdv84IoA,593,0.0
594,9KNL6eCSJFM,594,0.0
595,poHwao3bu40,595,0.0
596,cWFRrbBfzPw,596,0.0
597,Wina2vyecNQ,597,0.0
598,yieqGK04KrM,598,0.0
599,qeEF04z7JoQ,599,
600,lMwlHwNvaqA,600,
601,HfhOQzo0z3Q,601,0.0
602,YVra0-i12_M,602,
603,VrX1j8ImZjo,603,
604,sgxgUDIR9DU,604,0.0
605,KE4R0roavR4,605,
606,txyAG395G2I,606,0.0
607,FC4isNM6PfM,607,
608,qPu2iuhL0YI,608,
609,aQ_HEdaZI9A,609,0.0
610,qLc_TJPV7MQ,610,
611,VTl5wz0Ztm8,611,
612,6eRw8ro0K50,612,
613,ZaoDZEIRr0w,613,
614,fVT8J65ZQpE,614,0.0
615,BJhALVRWrIw,615,0.0
616,cPBtEa_SH-Q,616,
617,_PcFXQqwRnI,617,0.0
618,J6ZXL-afUvk,618,
619,5fLqUoSEvFM,619,
620,R8Mg8RD_xSs,620,
621,uaCnHHkXl3w,621,0.0
622,IZqghCSEj94,622,0.0
623,Fr74mjhK9J0,623,0.0
624,l9KgaJxLY-c,624,
625,QFmt5d1ISFI,625,0.0
626,xKL4nf7Pn-s,626,
627,lfshT5U6wic,627,
628,Wqm5Wcq-es8,628,
629,RSzzOs5ZFsk,629,
630,3dNTVkg8-FQ,630,
631,McieXlx_bvA,631,0.0
632,xr4D55FdAgU,632,0.0
633,CKoXcJaylAo,633,
634,GRUiilOIJyU,634,
635,U94jNjxtQvs,635,
636,fvHwwSdU6pg,636,0.0
637,Tv0qFDH6Y6c,637,
638,8X8r0k7U7TM,638,0.0
639,1w5Lj2YlU7M,639,
640,ni8HkRd9tzY,640,
641,3BaAHGHX7d0,641,0.0
642,lKuo4GVpunQ,642,
643,7sKEnwdhrqQ,643,
644,5FM_06F87TE,644,0.0
645,wSrk4esaN0M,645,0.0
646,6s8J8W9vlh0,646,0.0
647,oFf_jARzBuc,647,
648,t5SHyF5RxyM,648,0.0
649,VaK01h2Z0a8,649,0.0
650,xvVYPvlANe0,650,
651,ifB5peuaSsw,651,
652,VG31iytAj7o,652,
653,VD1qxAl3RFE,653,0.0
654,L-5DjEaZze8,654,
655,e1fZm1zouVo,655,
656,83Q-eY1HXH0,656,
657,QBhcr1BpkeM,657,
658,H4PVRNy-4_0,658,0.0
659,QFWf2BKZq3A,659,
660,gHZ7IrwpzJI,660,
661,6rhik8zHx1A,661,
662,ur2EHqcaGkg,662,
663,aRQ-XJmhLm8,663,
664,igVSsQ1B1yk,664,0.0
665,i1zgEWwV284,665,
666,kKNvVwcnlp4,666,0.0
667,vC0-rtIPWNs,667,0.0
668,YZn32Z_48Cw,668,
669,090ntXcw7ZU,669,0.0
670,2zq8vj9KGKI,670,
671,S1anLDp4w_Q,671,
672,6A2Wlb-WDtY,672,
673,hrOOvwn_EtA,673,0.0
674,2F43LQEslZw,674,0.0
675,kNcKs6EZpPs,675,
676,xabTccHIeqA,676,
677,NQ4_ZavCJrA,677,
678,gOdA7oC_dbc,678,
679,xTnYEYO5fyM,679,
680,Rh8JMXD9S2E,680,
681,O4_TbHGNGvw,681,0.0
682,vSkBYXNJA9Q,682,0.0
683,YtDO_2aCfbs,683,0.0
684,Enn2EzDU-zk,684,0.0
685,y_671RcMbbI,685,
686,6yoGHFnFrmE,686,0.0
687,6Itub0VxEcY,687,
688,gKknxxrt7ho,688,
689,x-gpNzIbibo,689,
690,s_XzsYiKzqI,690,0.0
691,BTWNSn6WKkI,691,0.0
692,MGZUqimIwbY,692,0.0
693,abExIZAk2ZQ,693,
694,chWcqD2sblA,694,
695,uMSA-pD-siY,695,0.0
696,1BFhS3zKwE0,696,
697,cGr5D6dSGzY,697,
698,LFKbMucoics,698,0.0
699,n87eddvUxhs,699,0.0
700,RRjcFnJp1Tg,700,
701,8Wffjy8V5yk,701,
702,hw0n8lp1F8I,702,0.0
703,7EHwn7_7BHw,703,
704,wt6ZGPu_cJs,704,
705,fTo-a4WL_dM,705,
706,L_ME0KmFl1k,706,
707,I6qfANP0Qy8,707,0.0
708,SypoRQ4Qcfo,708,
709,HQsKCYpN1SE,709,
710,Zi_h1KWYoIo,710,
711,u1mA-P4IyOk,711,
712,qgtEHbR-ucw,712,0.0
713,Bt4RE0Wnf7U,713,
714,CryHvZTP4No,714,
715,X4aKtjyIeNw,715,
716,7HgK__3n354,716,
717,7zeTb2OCdRg,717,
718,n57CVOAwByA,718,0.0
719,aBPuyUG6wpQ,719,
720,IEBMysADvv4,720,
721,o-7sABHU1F8,721,0.0
722,T17b6kI2dbo,722,0.0
723,FlbrP_6cg2k,723,
724,qf22znivdnI,724,
725,j1b5fi1j1cY,725,
726,EfITau0ObT4,726,0.0
727,OX5sNjLLX_Y,727,0.0
728,66zrqzCjSfM,728,0.0
729,w88Lj2T0wDM,729,
730,dPPSe9xEVZI,730,0.0
731,FC0fuD2qsSo,731,
732,qksmOok10Tc,732,
733,1B5nbyWtpgI,733,
734,3oaC9mwfKDU,734,0.0
735,_30Ln2VbHVw,735,0.0
736,Bciu7wXvCGg,736,
737,n4rq2VwfGRY,737,
738,U_Bgv6p1tRA,738,
739,oUlk15EzKDk,739,
740,7zK-PkJaeNs,740,0.0
741,zcmEpKWOYbQ,741,0.0
742,ejl_b0hGiKc,742,
743,jdGEpxH0SEU,743,
744,FO2QVZzEExs,744,0.0
745,L4gwbcQhV4c,745,0.0
746,7tbAkATUtZQ,746,0.0
747,ei4bnkO7G1c,747,
748,tRvnAeWa0Ns,748,0.0
749,HFlkXQfbEsw,749,0.0
750,qwoxXOHPtzU,750,0.0
751,nGEL1919MRU,751,0.0
752,Z19Piykp5Gk,752,
753,2ExDno4kB1k,753,0.0
754,EZZxxoVEbXY,754,
755,VcMM3mlJIRg,755,
756,K3dTcuLvhv4,756,0.0
757,H4qa08bKUE0,757,0.0
758,KQbH--a22uE,758,
759,79OpM3KvZto,759,
760,yFp1os3_YFU,760,0.0
761,4LfIlVCT440,761,0.0
762,F09QI1fJoo8,762,0.0
763,wTDPxTaoe4w,763,0.0
764,6kzrvTrQIRI,764,0.0
765,zvjqxJSJARA,765,0.0
766,psTEpLwiINU,766,
767,fnsCiz4Z4Cw,767,
768,TE11VhhlLeU,768,
769,3hnCtWVnC1c,769,
770,7AMPRoX-a0M,770,
771,MgP26W_Ol8Q,771,0.0
772,Atz83boSX00,772,0.0
773,lzHi4rCU-Mc,773,0.0
774,onxppX9oqPg,774,0.0
