,Unnamed: 0,video_id,index,extracted
130,9869,rp15r27StqU,130,
131,9868,IKLk6WQd4dU,131,
132,9867,43XTOp-FCEk,132,5.0
133,9866,3eIlj82DFwg,133,
134,9865,jH5DSATGIuo,134,
135,9864,phRVsvsv2G4,135,1.0
136,9863,mg_0jZVNZUY,136,
137,9862,b6v_lSvDC9Y,137,
138,9861,fDZX9BiW37Y,138,0.0
139,9860,swApjnFosoM,139,4.0
140,9859,n6tlzry5SMQ,140,
141,9858,aYxkOP5o32o,141,4.0
142,9857,T2pFG9WoxfU,142,6.0
143,9856,OBmS53w3vIA,143,3.0
144,9855,EgpGQ2NGArY,144,
145,9854,rY_T0Gmz9ng,145,
146,9853,zEBIpWKzua4,146,6.0
147,9852,3BCN8LV6N5g,147,1.0
148,9851,ITIB6JLqOiw,148,
149,9850,zkXfAGcmWVw,149,
150,9849,1anwDjW1gb0,150,0.0
151,9848,T5HyAeF4OJc,151,2.0
152,9847,JLD2nYMYX0w,152,
153,9846,D5E81GZK3II,153,
154,9845,nedfiSXfmQ0,154,1.0
155,9844,hUhw5yh_Fw4,155,
156,9843,4xK6b7x0YJM,156,6.0
157,9842,d7BrEA4tnWU,157,
158,9841,12-rMat812Y,158,6.0
159,9840,VaL4B8C--N8,159,
160,9839,h8wLsvUCaek,160,1.0
161,9838,Kf2sdy88UUA,161,1.0
162,9837,rMRnqcl2bAI,162,
163,9836,9OTkFDqnJss,163,
164,9835,CofMGziRQIg,164,
165,9834,cEYcFA5liaE,165,
166,9833,i1x6ojnhH58,166,0.0
167,9832,PC8lg66Qkpw,167,
168,9831,SI7TOsaT4s4,168,2.0
169,9830,bggpakkUJLk,169,
170,9829,hdemV09sH8s,170,0.0
171,9828,c6TdeP9U0TA,171,
172,9827,Siny2SNE09U,172,
173,9826,KH-pXXy8Gn4,173,4.0
174,9825,TxZ9IE4dSXA,174,
175,9824,HxYGMse79Ds,175,
176,9823,XPig6fslFJI,176,
177,9822,9ClPI0C-wxE,177,
178,9821,4CNw_ZJbBg4,178,0.0
179,9820,pT5089wki6w,179,
180,9819,0TssmOhosxY,180,11.0
181,9818,9IS318WjhNg,181,
182,9817,P5vBIFpjstw,182,6.0
183,9816,tYt6ZoX-xdA,183,
184,9815,usZN6mCyJ3Q,184,0.0
185,9814,228rONqnktk,185,1.0
186,9813,VnFq7mFoR3c,186,
187,9812,KDRrrh0ndGc,187,11.0
188,9811,iZoYMxSYglg,188,10.0
189,9810,i5oRj6L0pOw,189,
190,9809,WdzEljkKzM0,190,
191,9808,XJFcPsPXXWM,191,1.0
192,9807,b-VxFo0SMhc,192,11.0
193,9806,5BVBfpfzjIk,193,6.0
194,9805,3oSPOpki6fI,194,6.0
195,9804,q77KAqO3X-c,195,3.0
196,9803,0qAV0HhTx1U,196,
197,9802,T-Z6ymqE0LQ,197,
198,9801,2NR-8_lqBPY,198,
199,9800,gWlJ5OZykns,199,0.0
200,9799,ebBsFk5HWtU,200,
201,9798,mXAn8Uurvqk,201,5.0
202,9797,YVEVyz28S_8,202,0.0
203,9796,K7cezakD2mw,203,0.0
204,9795,L9ny1yZbBWI,204,
205,9794,5cAnRUYdmZ8,205,0.0
206,9793,r6OJ6tLz9Qg,206,3.0
207,9792,702uoQJT4PA,207,
208,9791,d0rqtzyBAEg,208,
209,9790,eI8SJab6RAk,209,0.0
210,9789,qpnNygHCpNQ,210,
211,9788,pspqecRKZXw,211,4.0
212,9787,m3gfvk4j9jE,212,6.0
213,9786,Q5VdNnp2hco,213,3.0
214,9785,6CeS3AVpdks,214,
215,9784,2kuYtvXBfIQ,215,
216,9783,a7Od8hXHaIM,216,1.0
217,9782,3rtvxdHM-MU,217,
218,9781,pJs69GEwYzM,218,
219,9780,XAEA_FmzMY4,219,
220,9779,As9m8fSDzJk,220,1.0
221,9778,bLuhQNJ-428,221,
222,9777,M2--XIfIPag,222,
223,9776,UYBnnthh5b0,223,7.0
224,9775,G1mVAt8TXOg,224,
225,9774,nZmL3R5Eu9Q,225,
226,9773,w8IsF-N5IbE,226,0.0
227,9772,H3nGJ7_wF1A,227,
228,9771,cZxk0KDZLDc,228,
229,9770,V8kw9dr9OsM,229,
230,9769,8IghG2gDOC0,230,2.0
231,9768,IsdFulAfeiM,231,0.0
232,9767,ayXZqSv4w7M,232,
233,9766,IlYMbhj8zMQ,233,8.0
234,9765,VtIKPUPmF-o,234,2.0
235,9764,ub57XxxPf5A,235,
236,9763,TZi253qe4A0,236,9.0
237,9762,FJu-BZnJscY,237,20.0
238,9761,qdUaMYw59nQ,238,
239,9760,2Pj5LRTnuyM,239,
240,9759,8KgjmyH_QDY,240,
241,9758,FjdnYC1HKSk,241,1.0
242,9757,vAT6kMbOm8U,242,
243,9756,yeAk_gkEgNU,243,5.0
244,9755,wK083Ha6ElI,244,3.0
245,9754,VuTHngw5ifY,245,4.0
246,9753,uZEWEH6eQlU,246,14.0
247,9752,dva4BO_UE8c,247,
248,9751,PLCODdfayQE,248,
249,9750,66DKiMA9D0E,249,
250,9749,SMaCQau4SI8,250,
251,9748,a-Pzi_jX974,251,
252,9747,wKzxXyZA3Ro,252,
253,9746,gkX9Bwl30xs,253,0.0
254,9745,IrvOG2pGAU4,254,
255,9744,GoPUnYqrkpI,255,
256,9743,hC9iGGBkyMQ,256,
257,9742,l89iP9wsIqw,257,3.0
258,9741,dyCX3FOdcw8,258,
259,9740,iIwBFHn0p_g,259,
260,9739,8h7575rhluY,260,
261,9738,82Odjss3nAI,261,1.0
262,9737,IyXv5szNgKU,262,5.0
263,9736,bLeYOLFHMgA,263,
264,9735,KzL7ssKvMX8,264,1.0
265,9734,RpDHD2MGc0U,265,15.0
266,9733,61JNtjMOb7A,266,7.0
267,9732,oxlv6062N5M,267,5.0
268,9731,RKAdunlcE-w,268,4.0
269,9730,_YcmdhclCHE,269,4.0
270,9729,Xm79b92JQLU,270,0.0
271,9728,RRXmlbyEqK8,271,1.0
272,9727,8x731FNsUAc,272,0.0
273,9726,osRMtPvLxnc,273,
274,9725,RZ0smo8ZUQo,274,7.0
275,9724,CD4RzFmjcYY,275,16.0
276,9723,g2xzw7dr-IU,276,0.0
277,9722,l6D-8j7Zz58,277,
278,9721,vaT64EoXYLw,278,
279,9720,46GsrsLaeq0,279,
280,9719,kbHEjeOaqJw,280,
281,9718,On3ElkMG5ts,281,5.0
282,9717,a-lqPlWwCgg,282,
283,9716,3TV2OpCmlJc,283,
284,9715,htiMQSwDuFw,284,0.0
285,9714,9NI8fC4G4u0,285,1.0
286,9713,cPfM2YqAkfc,286,
287,9712,E5_BVAwFfac,287,
288,9711,TSyye5-WDf0,288,
289,9710,Ff0dYKvRWFI,289,2.0
290,9709,jLlswK3ZPPk,290,0.0
291,9708,h7lKDBfQIbE,291,1.0
292,9707,BWjDd50Ca6k,292,8.0
293,9706,QjyChj30dq0,293,
294,9705,jf8cTmQSGEo,294,3.0
295,9704,XMOtYnEdr50,295,1.0
296,9703,bH2WcxgfcLw,296,
297,9702,Omhn8qPGdlQ,297,7.0
298,9701,ZuN_GBge0f0,298,3.0
299,9700,8Vrxw3MsxNM,299,2.0
300,9699,oVDgdWUTpnU,300,5.0
301,9698,bmYCejFYjO4,301,
302,9697,71si7fLOcO4,302,
303,9696,vZaUEngOn8g,303,
304,9695,Wgb6QuVhkdA,304,
305,9694,oKAmRzaM7Cs,305,
306,9693,v1w-X5OopE0,306,
307,9692,DSe38IyFaEc,307,
308,9691,ezKAB5tXyu0,308,13.0
309,9690,44IcHr7NOFc,309,0.0
310,9689,UcxgA7HtH8E,310,9.0
311,9688,wMaz8dvg68E,311,
312,9687,hrhP5p5T5iw,312,0.0
313,9686,iWMGjFqofPg,313,
314,9685,THjmQjiyZYU,314,1.0
315,9684,ZCi6s3xTnlw,315,
316,9683,xMyhG5ipuks,316,10.0
317,9682,6FQooBadmcs,317,2.0
318,9681,ijG15zR0ijI,318,
319,9680,cxTjxHVDDzA,319,
320,9679,W87w4JfZe4g,320,
321,9678,FdbEO8XuGAQ,321,
322,9677,LdziC9RPOV8,322,
323,9676,V3WpEMBwdhQ,323,
324,9675,AhOEHeHPJgg,324,10.0
325,9674,qvplqrzOGcE,325,
326,9673,J2iXljwZjvE,326,
327,9672,VsnxV8sPrGs,327,0.0
328,9671,aodQwo5vbh0,328,1.0
329,9670,Q09t3uZyKUo,329,
330,9669,WNNH_Ytzk14,330,4.0
331,9668,JhwGKSkXvjI,331,0.0
332,9667,AYCeZ4qjpJo,332,0.0
333,9666,xDiAKSauSoM,333,2.0
334,9665,mvUoRodz83g,334,0.0
335,9664,AD2ju6YAKUU,335,6.0
336,9663,hAjvXLBk-q4,336,
337,9662,FLddIvruOM4,337,3.0
338,9661,siVCxIXsZWI,338,0.0
339,9660,qkzQpSF5hxQ,339,
340,9659,g1g19q9XxRE,340,1.0
341,9658,MaKe_sajEHE,341,9.0
342,9657,JQ_js3BWUd8,342,
343,9656,oBMirE0eOks,343,0.0
344,9655,eAc8-GHRx98,344,
345,9654,i5iZXQwJBdc,345,
346,9653,3uKEpajFt9Y,346,
347,9652,CxcK86ypOqw,347,
348,9651,sUSyZW3WoSg,348,
349,9650,ndTRhY7i_68,349,
350,9649,p8SfL7axEKY,350,
351,9648,7ifOCKZpHsg,351,
352,9647,R8W3rxEWSbM,352,5.0
353,9646,dQJVOtyVOS0,353,6.0
354,9645,paFFdqxT8WA,354,
355,9644,PeXISCobbuY,355,
356,9643,U5EOSrGBJ3A,356,0.0
357,9642,DUqyApoyovU,357,22.0
358,9641,HvvT_rVSLLM,358,18.0
359,9640,ahn79ORR10I,359,2.0
360,9639,KimyLVA9JxY,360,
361,9638,_2ncqZeDQPg,361,
362,9637,8zWuJHr8VcI,362,5.0
363,9636,VBYdcewJECs,363,
364,9635,oMaG-Ez7wB8,364,10.0
365,9634,6gIjaTA3Od0,365,
366,9633,IeC29sur0sM,366,
367,9632,XleL65eQLYM,367,
368,9631,03IpD4QWPgQ,368,0.0
369,9630,zV1TjcaT9oU,369,
370,9629,aJ5BsTmN8Fc,370,
371,9628,MtwaoLtcmCI,371,2.0
372,9627,rvZ0yf_TYlw,372,
373,9626,nO-n_NTQ2rc,373,
374,9625,maWcFLgjyLc,374,
375,9624,yMFGrm3G3bQ,375,0.0
376,9623,QtUhX1s2-Q0,376,10.0
377,9622,ZeqeTboFM1E,377,
378,9621,0Z1aQ9UMIQU,378,
379,9620,Xa8Y_LNy_6A,379,14.0
380,9619,nqYq_8J3aTI,380,
381,9618,Rt7AsqPbZHE,381,17.0
382,9617,t-dnBsJtngA,382,
383,9616,kZ05k4UKovc,383,
384,9615,oVFKtPbPZtQ,384,
385,9614,TahwVORU1Q4,385,0.0
386,9613,A6BB1JHsI3s,386,
387,9612,fW-c9YFO_nQ,387,
388,9611,cafQSbndAQA,388,1.0
389,9610,ZNgoSD0UGPw,389,
390,9609,TxVFhOCmalI,390,
391,9608,hfm-9CccnBE,391,
392,9607,XbDNHJAqnUQ,392,
393,9606,KmXK76Vye10,393,0.0
394,9605,QS9ZKlhlZO4,394,
395,9604,xmyahxypOhk,395,
396,9603,uzylMpPC3PQ,396,
397,9602,uzjsFJleqHo,397,
398,9601,EULKLVvyfz4,398,
399,9600,NHYaKcekOP4,399,0.0
400,9599,C7vOVw9Bgow,400,7.0
401,9598,YGGv19WriHs,401,8.0
402,9597,pRukscPLV7Q,402,
403,9596,BOBjCr_E9nM,403,
404,9595,6sPwG51YiyY,404,3.0
405,9594,PW7-4czxaqM,405,
406,9593,QPydIPbY8sM,406,
407,9592,8XDpunKAukk,407,
408,9591,x1488mShbRY,408,3.0
409,9590,Kw1Z0WES6Zw,409,
410,9589,GZLR8IBlHEs,410,
411,9588,uIq_RwsY33E,411,2.0
412,9587,AyrBgMHzo4I,412,0.0
413,9586,F-cd66Wzx8o,413,0.0
414,9585,6axtOV2ycRo,414,
415,9584,lUfNzgpjPnU,415,
416,9583,uTgzTD-5pBc,416,
417,9582,Wbps9KV_9h4,417,0.0
418,9581,flF-o2nYfg8,418,
419,9580,OpT4esAgfZI,419,
420,9579,lRfWjdd9VaA,420,2.0
421,9578,dxbgoGSVGec,421,
422,9577,hB919HhlOrk,422,
423,9576,hd9JVShkohA,423,1.0
424,9575,VwGEfIaenOQ,424,
425,9574,C-xnEmFFtK0,425,13.0
426,9573,OKa97Y0Tnz8,426,0.0
427,9572,unDrQgVwv-c,427,
428,9571,ELQsMVuf7rs,428,5.0
429,9570,EipoCiMttWY,429,
430,9569,7c6VjvQrgr8,430,
431,9568,WZyb_xECc5I,431,1.0
432,9567,Eo6DVvF5A_s,432,3.0
433,9566,3p6dp0F2MmI,433,
434,9565,IDjRO0Gm2mM,434,
435,9564,8JkLFNjCmgM,435,0.0
436,9563,QbwmV0mEI2Y,436,
437,9562,VnYbDacHiRc,437,
438,9561,zMjqOc16JQA,438,1.0
439,9560,pykgky4qMQg,439,0.0
440,9559,igVSgbEOcFA,440,
441,9558,nM0mFrTq3mM,441,
442,9557,ro_ppXS7Hwk,442,
443,9556,qZ58kaGSNvc,443,4.0
444,9555,Ae2NydsfnXg,444,
445,9554,xKnE-X1dycE,445,
446,9553,hLnfjvJ-PmA,446,
447,9552,SwN1OjFIyfA,447,
448,9551,OmuXCLqYS3E,448,
449,9550,RyIjFfF2eLc,449,
450,9549,JKZw0Wa6MJM,450,3.0
451,9548,hr7cY9vzfl4,451,
452,9547,k-SNPtQ_9lY,452,
453,9546,sE6RQdDKE30,453,
454,9545,01YPARvIJmc,454,8.0
455,9544,BTn3BIPhMRs,455,
456,9543,28rwJgH-LBs,456,
457,9542,Z1csHjlFt2A,457,
458,9541,cfhbf3Fe2AU,458,2.0
459,9540,evtbYcHe3UI,459,3.0
460,9539,WIma7dHYpqQ,460,
461,9538,rzsrzlLgaHw,461,
462,9537,UnTAjg21cNI,462,
463,9536,mzQt2OLHt_M,463,0.0
464,9535,7mbvygb-PQE,464,0.0
465,9534,6RespiVwkCI,465,0.0
466,9533,nxQM64CMvqo,466,
467,9532,OVYIQbF5I_M,467,
468,9531,LZBZ7cTCFNQ,468,
469,9530,kLr3jvImOdQ,469,
470,9529,wHQXJRPiFTA,470,7.0
471,9528,O69_kQO_H4U,471,4.0
472,9527,Jk7UknnhGQU,472,
473,9526,w58l32fZjgQ,473,2.0
474,9525,09ldQT54mqY,474,1.0
475,9524,X1OebPW7Pgg,475,0.0
476,9523,sCnaoP9C9J4,476,
477,9522,M3tUkyCRp0A,477,
478,9521,DGyUZm8fmv0,478,
479,9520,r8I4NOJK8gs,479,3.0
480,9519,owFmKow-Kzk,480,2.0
481,9518,dwghR0rkwQw,481,
482,9517,kyuSO2AYDXQ,482,4.0
483,9516,XxV_LNmXuuE,483,
484,9515,nb600p8Pt_o,484,
485,9514,JBtcjU88x4A,485,4.0
486,9513,NtfnmPLtCck,486,
487,9512,IPQkHX4_YiQ,487,
488,9511,S6nnpRnKN6k,488,
489,9510,LyxkBGsH8qw,489,
490,9509,Ag7OAHi9cuA,490,
491,9508,Ytdiwybkw0U,491,0.0
492,9507,XK9ctxjt4fM,492,
493,9506,ZnUBarF_pVs,493,
494,9505,N-umGvG9QM8,494,0.0
495,9504,vLiNGpljbzY,495,6.0
496,9503,aYmftNTIimA,496,0.0
497,9502,smgbpchy3yM,497,0.0
498,9501,Sw5JgPwHAMw,498,
499,9500,tid3jke2Foo,499,5.0
500,9499,E3tpQenqXq8,500,2.0
501,9498,54obvzpYtyo,501,
502,9497,n76oAVrBAm0,502,4.0
503,9496,X3siD3N8v5k,503,
504,9495,AcHgBXSH_lo,504,
505,9494,jKmhj2SE8I0,505,5.0
506,9493,0cx1LiWmYOc,506,
507,9492,IbP87fqoNQs,507,13.0
508,9491,p5u8Khs-tDo,508,3.0
509,9490,LNsQ2b9ajHg,509,
510,9489,GED807uL0Pk,510,
511,9488,WZQsgYE85xc,511,
512,9487,3aXyscAXq1g,512,0.0
513,9486,IRFeltARl9c,513,0.0
514,9485,ZdJcz8-6Vhg,514,9.0
515,9484,x7iyFok4WqU,515,1.0
516,9483,Z_cWNyOWdjY,516,
517,9482,BDuy8tyKOrM,517,
518,9481,NjiE-e9lXEU,518,
519,9480,Gpqblwpu7Xw,519,
520,9479,gW0tZy_I83s,520,1.0
521,9478,EntP580YIy4,521,
522,9477,dBo0kQG5oz8,522,0.0
523,9476,gf8kyPvYnvc,523,0.0
524,9475,bajvzork84c,524,
525,9474,t8XOwSu-QJg,525,6.0
526,9473,p3IRDxPuP-Y,526,0.0
527,9472,y-UdiWtKuZw,527,
528,9471,TEXs9JicuOk,528,
529,9470,jkTTJE3yGws,529,
530,9469,Q2akT19LUUM,530,
531,9468,QUaAeEld0_A,531,6.0
532,9467,M6_hhpfeED8,532,
533,9466,7eRX6ddGjm0,533,3.0
534,9465,0sl_hqhtPhA,534,0.0
535,9464,GA6aKVHsGZs,535,0.0
536,9463,U0DXPng4iNo,536,6.0
537,9462,7ZBee1kvqrk,537,
538,9461,X96oCWCZP5o,538,
539,9460,lJ8GvaP_yHA,539,
540,9459,1k0Z_smsHGg,540,
541,9458,1huCYXTO7dU,541,
542,9457,4yn2hg4OwXQ,542,
543,9456,5fUOJ_QkD0E,543,0.0
544,9455,M9Yb77ZYQiQ,544,
545,9454,ciiTqQY7SWM,545,3.0
546,9453,HA9KIV8JrtU,546,
547,9452,x6uxNmCOKSc,547,18.0
548,9451,evX8bp9n0RQ,548,10.0
549,9450,cUIvMC4yffM,549,
550,9449,Msr_wmYRTaw,550,
551,9448,Se26xa1AtUs,551,6.0
552,9447,22W1saTUHS8,552,
553,9446,IpuaRsrRq8g,553,
554,9445,nSxcX3YC47E,554,7.0
555,9444,FI6p4NU0r5o,555,
556,9443,tXLXLh3Jru4,556,
557,9442,tLQVY67AWiU,557,
558,9441,dewQEdJeTng,558,9.0
559,9440,htjit3T4umg,559,1.0
560,9439,Nw_8DMz8cak,560,
561,9438,562gjoP95pg,561,5.0
562,9437,fvlaC3Xt2Vs,562,
563,9436,g5PYECqqS2M,563,8.0
564,9435,3eeJfoZa3Rk,564,
565,9434,5iCaK3_lMzg,565,1.0
566,9433,jHevhUHqKsg,566,
567,9432,qbplVlzuI84,567,11.0
568,9431,JRA_SFcXxYI,568,6.0
569,9430,sM9KLBArpB8,569,11.0
570,9429,cwAouirh20Q,570,1.0
571,9428,LnSixnKCYCE,571,
572,9427,cseZmB4N0mg,572,
573,9426,4VIvqyrxbL8,573,
574,9425,Iiss02rZ98E,574,3.0
575,9424,O3Sx-_Xo1SQ,575,5.0
576,9423,XtrFYsbqK6o,576,6.0
577,9422,FEMnf6lFuZc,577,
578,9421,PST_OCcaaX8,578,4.0
579,9420,D8aD7Q5MIfA,579,16.0
580,9419,5sObOu-4AQk,580,
581,9418,V5XKi5zkPOg,581,
582,9417,aS9RhoPNzhQ,582,8.0
583,9416,XFrm1guwpmY,583,
584,9415,pMIL2LKWNxQ,584,3.0
585,9414,F_bEbmOQPmk,585,
586,9413,LdmCBSLw29A,586,0.0
587,9412,DqkZ4cqvbqg,587,
588,9411,gEr4FD6p2I0,588,3.0
589,9410,vngFluqKiqM,589,
590,9409,H2Hs1X5nZV4,590,
591,9408,zjJ4uJT90n4,591,1.0
592,9407,BhrGB2r5n80,592,
593,9406,PRnKJ-44xvQ,593,
594,9405,71Pl4n9Ek8Y,594,
595,9404,J5lpLVH77y4,595,0.0
596,9403,H-EOUdgV9G4,596,
597,9402,bXZyD9vB3Tw,597,
598,9401,xf71d5Re8Eg,598,5.0
599,9400,chD0G4mijbo,599,
600,9399,2IYqXy3bJiE,600,1.0
601,9398,4aut3ieDBIs,601,
602,9397,WiMR41u-z5g,602,0.0
603,9396,9FVo3kD5baY,603,
604,9395,rmJPF8YxD84,604,
605,9394,S5_Zl3Zw_Oo,605,
606,9393,tMSOcLX3dZE,606,
607,9392,oF8rlkuyBpc,607,0.0
608,9391,FkoEV9ZJxqA,608,
609,9390,a27JQtdSt-E,609,
610,9389,SaI-ciJRA68,610,
611,9388,0_nqDWItsLI,611,
612,9387,kkzzyZLoc6o,612,7.0
613,9386,OmpOta4jr6A,613,3.0
614,9385,0YqlPpwNNBk,614,0.0
615,9384,gKt3DHAKWqs,615,
616,9383,IOR90lFAZt0,616,
617,9382,5v0g9xjwhco,617,1.0
618,9381,cL9wLMEXkuQ,618,
619,9380,DNacwvyYxbA,619,
620,9379,cUtxio3ajNM,620,
621,9378,jExDWTG5w1s,621,8.0
622,9377,JIk7w-qF9Z0,622,3.0
623,9376,PObVZDYtWgk,623,
624,9375,Iox2njC0aio,624,7.0
625,9374,PQGEWU90a3E,625,
626,9373,YPU7TzK8zH0,626,
627,9372,Rw-AVXYFjo4,627,0.0
628,9371,2dxADq4zZ-o,628,10.0
629,9370,QN-rS8Hj_S4,629,
630,9369,Mo1YtTI7ZKQ,630,6.0
631,9368,wkFKN1Xs36Q,631,
632,9367,pzvhpIy1WzE,632,
633,9366,FMbmwMeKfYw,633,
634,9365,uavC3lBnCXE,634,
635,9364,sB6AukyJP2k,635,0.0
636,9363,Ixe7HQ4jqAY,636,
637,9362,VSNF72sX9nA,637,2.0
638,9361,grbPubIQr_g,638,
639,9360,WIMNIvgGIDE,639,
640,9359,b0xLssr03FM,640,7.0
641,9358,MJoDTtaI_zw,641,5.0
642,9357,0GpEt23HdmQ,642,
643,9356,6gSWLN0IQZU,643,
644,9355,VOZyQdRR_Ec,644,6.0
645,9354,W_uxLSBGQMg,645,8.0
646,9353,aFRgEOrHjSo,646,0.0
647,9352,mAx-Uw7gQQE,647,
648,9351,5njFIab4N18,648,14.0
649,9350,Xqm4LpESUrc,649,
650,9349,JSVAaIgmg-U,650,
651,9348,zqul8MlHLB4,651,2.0
652,9347,TTZMTUc7Adk,652,0.0
653,9346,8dGEQFYjC24,653,1.0
654,9345,HgDuMZ8-VUE,654,
655,9344,kIUNNT-ZLHE,655,
656,9343,r3k4wy0IhMI,656,
657,9342,nUKXMAwClRM,657,
658,9341,zwxuBMlSXRI,658,
659,9340,nlwlu6LtfUg,659,
660,9339,PYCwQKhRnfU,660,0.0
661,9338,zE4INLFQygk,661,
662,9337,Z82WCEwxcJU,662,3.0
663,9336,aHwH8LeXoPk,663,0.0
664,9335,bWIeX3Z8pPw,664,
665,9334,pbENVHgKRg8,665,
