,url,video_id,playlist_id,channel_id,index,extracted
20,https://www.youtube.com/watch?v=COXKHgPVg10,COXKHgPVg10,PLEb3ThbkPrFbU1zVkevSHPfehOG5CMWGJ,UC8p1vwvWtl6T73JiExfWs1g,20,0.0
21,https://www.youtube.com/watch?v=SCMYwhIknjI,SCMYwhIknjI,PLEb3ThbkPrFbU1zVkevSHPfehOG5CMWGJ,UC8p1vwvWtl6T73JiExfWs1g,21,6.0
22,https://www.youtube.com/watch?v=KJKt0JEtq9w,KJKt0JEtq9w,PLEb3ThbkPrFbU1zVkevSHPfehOG5CMWGJ,UC8p1vwvWtl6T73JiExfWs1g,22,15.0
23,https://www.youtube.com/watch?v=fqwQVESKZzQ,fqwQVESKZzQ,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,23,2.0
24,https://www.youtube.com/watch?v=ITS9TkyjGhs,ITS9TkyjGhs,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,24,1.0
25,https://www.youtube.com/watch?v=LTOPYiyq9kE,LTOPYiyq9kE,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,25,1.0
26,https://www.youtube.com/watch?v=-bXCikUHmE8,-bXCikUHmE8,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,26,3.0
27,https://www.youtube.com/watch?v=ORIdzLOvGjg,ORIdzLOvGjg,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,27,0.0
28,https://www.youtube.com/watch?v=HYqkD62D9C8,HYqkD62D9C8,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,28,3.0
29,https://www.youtube.com/watch?v=fGejVKRv5rU,fGejVKRv5rU,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,29,4.0
30,https://www.youtube.com/watch?v=NqLipYzoMiI,NqLipYzoMiI,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,30,5.0
31,https://www.youtube.com/watch?v=7rVSrluyIs4,7rVSrluyIs4,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,31,2.0
32,https://www.youtube.com/watch?v=gMTwdHqalSo,gMTwdHqalSo,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,32,4.0
33,https://www.youtube.com/watch?v=9BgPmbBK3_M,9BgPmbBK3_M,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,33,12.0
34,https://www.youtube.com/watch?v=2fdMdKLwo8s,2fdMdKLwo8s,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,34,8.0
35,https://www.youtube.com/watch?v=_G4U4IcilJQ,_G4U4IcilJQ,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,35,4.0
36,https://www.youtube.com/watch?v=xSxWTG7B6Ig,xSxWTG7B6Ig,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,36,9.0
37,https://www.youtube.com/watch?v=gmsDfulRbg4,gmsDfulRbg4,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,37,12.0
38,https://www.youtube.com/watch?v=RmWzxAHHIA0,RmWzxAHHIA0,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,38,0.0
39,https://www.youtube.com/watch?v=d65OVzcjvvQ,d65OVzcjvvQ,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,39,2.0
40,https://www.youtube.com/watch?v=8Co3C7gXWGA,8Co3C7gXWGA,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,40,0.0
41,https://www.youtube.com/watch?v=iae6VzCwU8A,iae6VzCwU8A,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,41,3.0
42,https://www.youtube.com/watch?v=D7iIv60KcaY,D7iIv60KcaY,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,42,0.0
43,https://www.youtube.com/watch?v=AHQ1I0nUQA4,AHQ1I0nUQA4,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,43,2.0
44,https://www.youtube.com/watch?v=GcOnKv5c8do,GcOnKv5c8do,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,44,0.0
45,https://www.youtube.com/watch?v=HtNHaAiKWiw,HtNHaAiKWiw,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,45,12.0
46,https://www.youtube.com/watch?v=ugMxZe237bg,ugMxZe237bg,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,46,14.0
47,https://www.youtube.com/watch?v=utfcxmpCYco,utfcxmpCYco,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,47,2.0
48,https://www.youtube.com/watch?v=GWNrir5wJyU,GWNrir5wJyU,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,48,4.0
49,https://www.youtube.com/watch?v=oTn_JdFvF_o,oTn_JdFvF_o,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,49,14.0
50,https://www.youtube.com/watch?v=6LSzZpAQ-EI,6LSzZpAQ-EI,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,50,14.0
51,https://www.youtube.com/watch?v=FYWh1s5uGuE,FYWh1s5uGuE,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,51,8.0
52,https://www.youtube.com/watch?v=XIurOdWY_U8,XIurOdWY_U8,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,52,10.0
53,https://www.youtube.com/watch?v=u4AB0Z1y4nI,u4AB0Z1y4nI,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,53,1.0
54,https://www.youtube.com/watch?v=0ap7JykipUY,0ap7JykipUY,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,54,0.0
55,https://www.youtube.com/watch?v=o5KMXqDgzrg,o5KMXqDgzrg,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,55,6.0
56,https://www.youtube.com/watch?v=o1qkHVLrvIs,o1qkHVLrvIs,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,56,5.0
57,https://www.youtube.com/watch?v=4WwN95M3LRg,4WwN95M3LRg,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,57,2.0
58,https://www.youtube.com/watch?v=B0tWqFbAVzo,B0tWqFbAVzo,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,58,9.0
59,https://www.youtube.com/watch?v=YuhyX0mJDtY,YuhyX0mJDtY,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,59,4.0
60,https://www.youtube.com/watch?v=-RgSEKFd6B8,-RgSEKFd6B8,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,60,1.0
61,https://www.youtube.com/watch?v=Q5BO6MrhChw,Q5BO6MrhChw,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,61,2.0
62,https://www.youtube.com/watch?v=-Pw7R0lyt_M,-Pw7R0lyt_M,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,62,6.0
63,https://www.youtube.com/watch?v=gKBF-F-r2lw,gKBF-F-r2lw,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,63,23.0
64,https://www.youtube.com/watch?v=9ImfwqQpfFg,9ImfwqQpfFg,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,64,4.0
65,https://www.youtube.com/watch?v=1dRnNJDhRZs,1dRnNJDhRZs,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,65,6.0
66,https://www.youtube.com/watch?v=KosE1OYajxg,KosE1OYajxg,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,66,0.0
67,https://www.youtube.com/watch?v=Dpv-bDqsdG8,Dpv-bDqsdG8,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,67,1.0
68,https://www.youtube.com/watch?v=kxyowopjXuM,kxyowopjXuM,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,68,3.0
69,https://www.youtube.com/watch?v=Ej_yiTRgTgw,Ej_yiTRgTgw,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,69,0.0
70,https://www.youtube.com/watch?v=y6mPJDUtsZM,y6mPJDUtsZM,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,70,0.0
71,https://www.youtube.com/watch?v=-ou6ZqQgLt8,-ou6ZqQgLt8,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,71,16.0
72,https://www.youtube.com/watch?v=DBTzY2PpZfI,DBTzY2PpZfI,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,72,2.0
73,https://www.youtube.com/watch?v=hKCPDhXPbfc,hKCPDhXPbfc,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,73,6.0
74,https://www.youtube.com/watch?v=MUCUZ3cpv3o,MUCUZ3cpv3o,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,74,11.0
75,https://www.youtube.com/watch?v=1aI_jijvr2s,1aI_jijvr2s,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,75,0.0
76,https://www.youtube.com/watch?v=9MayQ5ljkRA,9MayQ5ljkRA,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,76,9.0
77,https://www.youtube.com/watch?v=1VoZhLghFZI,1VoZhLghFZI,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,77,0.0
78,https://www.youtube.com/watch?v=sIFERSvRcdo,sIFERSvRcdo,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,78,17.0
79,https://www.youtube.com/watch?v=OYxHc5uHvRw,OYxHc5uHvRw,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,79,0.0
80,https://www.youtube.com/watch?v=__diQsiczCA,__diQsiczCA,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,80,5.0
81,https://www.youtube.com/watch?v=vLEVr3t_9hU,vLEVr3t_9hU,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,81,0.0
82,https://www.youtube.com/watch?v=oREkeS6PwcQ,oREkeS6PwcQ,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,82,2.0
83,https://www.youtube.com/watch?v=0AlOVJFAJeM,0AlOVJFAJeM,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,83,6.0
84,https://www.youtube.com/watch?v=bCO0qGv5yxI,bCO0qGv5yxI,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,84,2.0
85,https://www.youtube.com/watch?v=b5hKlie2h6g,b5hKlie2h6g,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,85,10.0
86,https://www.youtube.com/watch?v=bxUPx8lp654,bxUPx8lp654,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,86,8.0
87,https://www.youtube.com/watch?v=nNc0y2Yp_E8,nNc0y2Yp_E8,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,87,15.0
88,https://www.youtube.com/watch?v=_8mAX_Run1A,_8mAX_Run1A,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,88,7.0
89,https://www.youtube.com/watch?v=1IwJGKtIvPg,1IwJGKtIvPg,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,89,12.0
90,https://www.youtube.com/watch?v=nbWLq2qzGqM,nbWLq2qzGqM,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,90,1.0
91,https://www.youtube.com/watch?v=0dZr20ZvBB8,0dZr20ZvBB8,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,91,19.0
92,https://www.youtube.com/watch?v=o11tB6_pQjE,o11tB6_pQjE,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,92,5.0
93,https://www.youtube.com/watch?v=Q7euO9f7Aec,Q7euO9f7Aec,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,93,6.0
94,https://www.youtube.com/watch?v=XFJPJZmKdRU,XFJPJZmKdRU,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,94,0.0
95,https://www.youtube.com/watch?v=t6wdjEKo3Rk,t6wdjEKo3Rk,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,95,0.0
96,https://www.youtube.com/watch?v=V8Cb6rJj_nI,V8Cb6rJj_nI,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,96,2.0
97,https://www.youtube.com/watch?v=og0WDQywwuQ,og0WDQywwuQ,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,97,1.0
98,https://www.youtube.com/watch?v=ZI3ap-gv954,ZI3ap-gv954,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,98,5.0
99,https://www.youtube.com/watch?v=X2kRB3E8cSs,X2kRB3E8cSs,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,99,8.0
100,https://www.youtube.com/watch?v=uj26D0fiLYQ,uj26D0fiLYQ,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,100,5.0
101,https://www.youtube.com/watch?v=ku7bxmvRzVU,ku7bxmvRzVU,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,101,0.0
102,https://www.youtube.com/watch?v=FyieukH_SBs,FyieukH_SBs,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,102,20.0
103,https://www.youtube.com/watch?v=w-uE6VChAgU,w-uE6VChAgU,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,103,10.0
104,https://www.youtube.com/watch?v=hV7KXN7L_gU,hV7KXN7L_gU,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,104,0.0
105,https://www.youtube.com/watch?v=Oh2MLvdy0vY,Oh2MLvdy0vY,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,105,6.0
106,https://www.youtube.com/watch?v=pfzG6ATJnQE,pfzG6ATJnQE,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,106,4.0
107,https://www.youtube.com/watch?v=MisFmder_Z8,MisFmder_Z8,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,107,2.0
108,https://www.youtube.com/watch?v=Ti8N3B4q-S4,Ti8N3B4q-S4,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,108,3.0
109,https://www.youtube.com/watch?v=3lqa81M7M0o,3lqa81M7M0o,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,109,4.0
110,https://www.youtube.com/watch?v=F8_bXl7Rmzo,F8_bXl7Rmzo,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,110,3.0
111,https://www.youtube.com/watch?v=Cd5OGqOyGao,Cd5OGqOyGao,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,111,1.0
112,https://www.youtube.com/watch?v=2mRBV4KLbUk,2mRBV4KLbUk,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,112,4.0
113,https://www.youtube.com/watch?v=zPYq94wRiWg,zPYq94wRiWg,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,113,5.0
114,https://www.youtube.com/watch?v=8aSCe34pQbE,8aSCe34pQbE,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,114,13.0
115,https://www.youtube.com/watch?v=qENF8NqWo8E,qENF8NqWo8E,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,115,13.0
116,https://www.youtube.com/watch?v=Wsh7p-5zdrY,Wsh7p-5zdrY,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,116,2.0
117,https://www.youtube.com/watch?v=v28KxoMYFjs,v28KxoMYFjs,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,117,0.0
118,https://www.youtube.com/watch?v=2TzOfhKc-MU,2TzOfhKc-MU,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,118,3.0
119,https://www.youtube.com/watch?v=c9jeYqV8Lfc,c9jeYqV8Lfc,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,119,1.0
120,https://www.youtube.com/watch?v=6FWZ6B4O2w8,6FWZ6B4O2w8,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,120,6.0
121,https://www.youtube.com/watch?v=3jLVTcQoyOA,3jLVTcQoyOA,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,121,5.0
122,https://www.youtube.com/watch?v=WBM64hnPr6Q,WBM64hnPr6Q,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,122,6.0
123,https://www.youtube.com/watch?v=aHFcYAaTLvQ,aHFcYAaTLvQ,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,123,12.0
124,https://www.youtube.com/watch?v=AEiX9IuhiB8,AEiX9IuhiB8,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,124,6.0
125,https://www.youtube.com/watch?v=Y1t20xht60Q,Y1t20xht60Q,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,125,3.0
126,https://www.youtube.com/watch?v=jQU2EOeut6s,jQU2EOeut6s,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,126,13.0
127,https://www.youtube.com/watch?v=_wx00dakmlI,_wx00dakmlI,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,127,7.0
128,https://www.youtube.com/watch?v=6xN2Y6irJBI,6xN2Y6irJBI,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,128,5.0
129,https://www.youtube.com/watch?v=t3_oFDy1upA,t3_oFDy1upA,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,129,11.0
130,https://www.youtube.com/watch?v=r0fdhdFUoNA,r0fdhdFUoNA,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,130,9.0
131,https://www.youtube.com/watch?v=VKqNhfbQ8Nk,VKqNhfbQ8Nk,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,131,0.0
132,https://www.youtube.com/watch?v=BA1N68J8oBI,BA1N68J8oBI,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,132,0.0
133,https://www.youtube.com/watch?v=fYfPbH0gll4,fYfPbH0gll4,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,133,8.0
134,https://www.youtube.com/watch?v=4qoKoKQ4tQs,4qoKoKQ4tQs,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,134,3.0
135,https://www.youtube.com/watch?v=9XLR2ZafiL4,9XLR2ZafiL4,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,135,3.0
136,https://www.youtube.com/watch?v=kyX3XAZAULI,kyX3XAZAULI,PLEb3ThbkPrFYenL7qDYMKY01taa8-XBWN,UC8p1vwvWtl6T73JiExfWs1g,136,0.0
